id,pert,gene,label
Ylpm1_Cd81,Ylpm1,Cd81,up
Gspt1_Rsad2,Gspt1,Rsad2,none
Psmd1_Gclm,Psmd1,Gclm,none
Rack1_H3f3b,Rack1,H3f3b,up
Tpr_Fcgr2b,Tpr,Fcgr2b,down
Atp6ap2_Mir22hg,Atp6ap2,Mir22hg,none
Tlr4_Ccnd1,Tlr4,Ccnd1,up
Pi4kb_Lipa,Pi4kb,Lipa,none
Nolc1_Gm43573,Nolc1,Gm43573,none
Wdr48_Gm14221,Wdr48,Gm14221,none
Wdr36_Ms4a6b,Wdr36,Ms4a6b,none
Rbck1_Folr2,Rbck1,Folr2,none
Wdr5_Ms4a4c,Wdr5,Ms4a4c,down
Prdm1_Myo1e,Prdm1,Myo1e,down
Rela_Gtpbp2,Rela,Gtpbp2,none
Hsp90b1_Gpr84,Hsp90b1,Gpr84,none
Actr6_C3,Actr6,C3,down
Nipbl_Psma6,Nipbl,Psma6,down
Exoc5_Acod1,Exoc5,Acod1,none
Bag6_St3gal5,Bag6,St3gal5,none
Gins4_Prdx1,Gins4,Prdx1,none
Pafah1b1_Fcgr2b,Pafah1b1,Fcgr2b,down
Rps26_Manf,Rps26,Manf,down
Spop_Cacna1d,Spop,Cacna1d,up
Gpn2_Il1rn,Gpn2,Il1rn,down
Rheb_Tuba1c,Rheb,Tuba1c,none
Sbno2_S100a6,Sbno2,S100a6,none
Pdcd10_Btg1,Pdcd10,Btg1,up
Syvn1_Manf,Syvn1,Manf,up
Cct3_Armcx6,Cct3,Armcx6,none
Ndc80_Adssl1,Ndc80,Adssl1,none
Rpn1_Marchf1,Rpn1,Marchf1,none
Mta2_Hspa1b,Mta2,Hspa1b,up
Cwc25_Cd9,Cwc25,Cd9,up
Cog3_Prdx5,Cog3,Prdx5,none
Uvrag_Tiparp,Uvrag,Tiparp,none
Cog3_Manf,Cog3,Manf,up
Atf4_Ifih1,Atf4,Ifih1,none
Rbm14_Fgl2,Rbm14,Fgl2,none
Virma_Prdx1,Virma,Prdx1,up
Srrd_Cblb,Srrd,Cblb,none
Nol10_Gpr84,Nol10,Gpr84,down
Srsf7_Gsto1,Srsf7,Gsto1,none
Dda1_Sntb2,Dda1,Sntb2,up
Eny2_Nme2,Eny2,Nme2,up
Il10ra_Rnf128,Il10ra,Rnf128,none
Ptpn11_Gm31904,Ptpn11,Gm31904,none
Igbp1_Asph,Igbp1,Asph,none
Pgm3_Tpi1,Pgm3,Tpi1,none
Ehmt2_Lrp12,Ehmt2,Lrp12,up
Il10rb_Mmp12,Il10rb,Mmp12,none
Cul3_Elmod2,Cul3,Elmod2,none
Bap1_Adssl1,Bap1,Adssl1,up
Tnfrsf1a_Arhgap15,Tnfrsf1a,Arhgap15,up
Lamtor4_Trmt1,Lamtor4,Trmt1,none
Pik3c3_Gsta3,Pik3c3,Gsta3,up
Gosr2_Iars,Gosr2,Iars,up
Mnt_Icam1,Mnt,Icam1,none
Orc4_Stk17b,Orc4,Stk17b,up
Strap_Blnk,Strap,Blnk,down
Med25_Blvrb,Med25,Blvrb,none
Tut1_Ahnak,Tut1,Ahnak,up
Slc33a1_Rsad2,Slc33a1,Rsad2,none
Lamtor4_Lhfpl2,Lamtor4,Lhfpl2,up
Wdr61_Saa3,Wdr61,Saa3,down
Rptor_Rnf167,Rptor,Rnf167,none
Med25_Ttyh2,Med25,Ttyh2,none
Dcaf7_Actb,Dcaf7,Actb,none
Tpt1_Fgl2,Tpt1,Fgl2,down
Ctdspl2_Slfn4,Ctdspl2,Slfn4,up
Ttc1_Rap2a,Ttc1,Rap2a,none
Il10ra_Odc1,Il10ra,Odc1,none
Rab7_Pmp22,Rab7,Pmp22,down
Med29_Tcf7l2,Med29,Tcf7l2,up
Oxsr1_Hpgds,Oxsr1,Hpgds,down
Abi1_Sec11c,Abi1,Sec11c,none
Nop16_Dner,Nop16,Dner,none
Srsf10_Nop10,Srsf10,Nop10,none
Cwc15_Heph,Cwc15,Heph,none
Rpl4_Ints7,Rpl4,Ints7,none
Tut1_Gphn,Tut1,Gphn,none
Arpc3_Zmym2,Arpc3,Zmym2,none
2310011J03Rik_Sec31a,2310011J03Rik,Sec31a,up
Hdac3_Lipa,Hdac3,Lipa,up
Sec13_Slamf9,Sec13,Slamf9,none
Cfdp1_Gm2396,Cfdp1,Gm2396,none
Gins4_Ms4a6b,Gins4,Ms4a6b,down
Leng1_Cd63,Leng1,Cd63,none
Tlr4_Tgtp2,Tlr4,Tgtp2,none
Ddx6_Apobec1,Ddx6,Apobec1,up
Daxx_Tgm2,Daxx,Tgm2,up
Nprl2_Mmp14,Nprl2,Mmp14,none
Mettl3_Gm56611,Mettl3,Gm56611,none
Sars_Lgals3,Sars,Lgals3,up
Tpr_Tspan13,Tpr,Tspan13,none
Bag6_Hmox1,Bag6,Hmox1,none
Dad1_Manf,Dad1,Manf,up
Gtf2h1_Taf7,Gtf2h1,Taf7,none
Pfdn2_Ifit2,Pfdn2,Ifit2,none
Toe1_Ly9,Toe1,Ly9,none
Rbm14_Cxcl2,Rbm14,Cxcl2,none
Acin1_Cd69,Acin1,Cd69,none
Sbno2_Myo1e,Sbno2,Myo1e,none
Dync1h1_Zup1,Dync1h1,Zup1,none
Ptpn11_Ccl2,Ptpn11,Ccl2,down
Rpl35_Dnajb9,Rpl35,Dnajb9,none
Msto1_Gpnmb,Msto1,Gpnmb,none
Dohh_Maf,Dohh,Maf,up
Mta2_H2aj,Mta2,H2aj,none
Snrnp27_S100a11,Snrnp27,S100a11,up
Aip_Irgm1,Aip,Irgm1,none
Nckap1l_Nckap1l,Nckap1l,Nckap1l,down
Copz1_Met,Copz1,Met,none
Nop16_Cd44,Nop16,Cd44,up
Ttc1_Il1a,Ttc1,Il1a,none
Il10rb_Tmed1,Il10rb,Tmed1,none
Emc3_Marcksl1,Emc3,Marcksl1,down
Fth1_Oasl1,Fth1,Oasl1,none
Dusp1_Hspa1b,Dusp1,Hspa1b,none
Rb1cc1_Sec11c,Rb1cc1,Sec11c,none
Irak4_Serp1,Irak4,Serp1,down
Ing3_Ckb,Ing3,Ckb,none
Bcl6_Mthfs,Bcl6,Mthfs,none
Rb1cc1_Irgm1,Rb1cc1,Irgm1,none
Myc_Bin1,Myc,Bin1,down
2310011J03Rik_Trib3,2310011J03Rik,Trib3,up
Ctcf_Tomm20,Ctcf,Tomm20,up
Rps19_Sqstm1,Rps19,Sqstm1,none
Rps26_Slc25a4,Rps26,Slc25a4,none
Rpl26_Ifit2,Rpl26,Ifit2,up
Rab7_Ebi3,Rab7,Ebi3,none
Emc7_Ctla2b,Emc7,Ctla2b,none
Nrbf2_Blvrb,Nrbf2,Blvrb,up
Sec62_Sqstm1,Sec62,Sqstm1,none
Cul2_1110038B12Rik,Cul2,1110038B12Rik,none
Rbck1_Icam1,Rbck1,Icam1,down
Lamtor4_Gpnmb,Lamtor4,Gpnmb,up
Cdc123_Vcl,Cdc123,Vcl,none
Rps26_Blvrb,Rps26,Blvrb,down
Rrp1_Ifit2,Rrp1,Ifit2,none
Wdr3_Gclm,Wdr3,Gclm,none
Sptlc1_Dock10,Sptlc1,Dock10,none
Nfyc_BC051226,Nfyc,BC051226,up
2310011J03Rik_Stmn1,2310011J03Rik,Stmn1,down
Tpt1_Aif1,Tpt1,Aif1,down
Wdr43_Cd36,Wdr43,Cd36,up
Cog5_Ccl7,Cog5,Ccl7,none
Irf8_Ly86,Irf8,Ly86,down
Abi1_Ctsl,Abi1,Ctsl,up
Cd14_Rnf19a,Cd14,Rnf19a,up
Msto1_Batf,Msto1,Batf,down
Dph3_Npy,Dph3,Npy,up
Rhoa_Ezr,Rhoa,Ezr,up
Rragc_Pip4k2b,Rragc,Pip4k2b,none
Suz12_C1qb,Suz12,C1qb,none
Yrdc_Akr1a1,Yrdc,Akr1a1,none
2310011J03Rik_Il1rn,2310011J03Rik,Il1rn,none
Cul1_Gja1,Cul1,Gja1,none
Prpf19_Arf2,Prpf19,Arf2,none
Gins2_Zfc3h1,Gins2,Zfc3h1,none
Srsf10_Ifit3,Srsf10,Ifit3,none
Clp1_Etv3,Clp1,Etv3,up
Mbd2_Ociad2,Mbd2,Ociad2,up
Syvn1_Hrc,Syvn1,Hrc,none
Dnajc8_Nr2c1,Dnajc8,Nr2c1,none
Ccdc22_Klhdc9,Ccdc22,Klhdc9,none
Exosc7_Ccr5,Exosc7,Ccr5,none
Sec63_Lpxn,Sec63,Lpxn,none
Rack1_Cxcl2,Rack1,Cxcl2,none
Msto1_S100a6,Msto1,S100a6,none
Aip_Ftl1-ps1,Aip,Ftl1-ps1,none
Tbk1_Actb,Tbk1,Actb,none
Rrp1_Enpp4,Rrp1,Enpp4,none
Cbll1_Gclm,Cbll1,Gclm,up
Rragc_Pmp22,Rragc,Pmp22,up
Ss18_Fgl2,Ss18,Fgl2,down
Ctcf_Uchl1,Ctcf,Uchl1,up
Daxx_Upp1,Daxx,Upp1,down
Ddx18_Uchl1,Ddx18,Uchl1,down
Aip_Rapgef5,Aip,Rapgef5,none
Scap_Tmem178,Scap,Tmem178,none
Strip1_Mxd1,Strip1,Mxd1,up
Atp6v0e_Gdf15,Atp6v0e,Gdf15,up
Sel1l_Auts2,Sel1l,Auts2,none
Top3a_Ckb,Top3a,Ckb,none
Tln1_Gm5150,Tln1,Gm5150,up
Wdr3_Ifih1,Wdr3,Ifih1,up
Irf8_Fgl2,Irf8,Fgl2,none
Rps19_Eif5,Rps19,Eif5,up
Ankrd11_S100a10,Ankrd11,S100a10,none
Wdr75_Lnpep,Wdr75,Lnpep,up
Ppp2r3c_Ctsl,Ppp2r3c,Ctsl,down
Nelfa_Lpcat1,Nelfa,Lpcat1,none
Spout1_Gbp5,Spout1,Gbp5,up
Cul3_Gbe1,Cul3,Gbe1,up
Ptpn2_S100a10,Ptpn2,S100a10,none
Xpo1_Calr,Xpo1,Calr,none
Yeats4_Ccrl2,Yeats4,Ccrl2,none
Pi4kb_Mir22hg,Pi4kb,Mir22hg,up
Chd4_Sqstm1,Chd4,Sqstm1,none
Kras_Rnf149,Kras,Rnf149,up
Ankrd11_Mmp9,Ankrd11,Mmp9,none
Eif1ad_Peak1os,Eif1ad,Peak1os,none
Bag6_Obi1,Bag6,Obi1,none
Rc3h1_Cd63,Rc3h1,Cd63,none
Pfdn6_Slc25a26,Pfdn6,Slc25a26,none
Setd2_Lpp,Setd2,Lpp,up
Nprl2_Clec4e,Nprl2,Clec4e,none
Hyou1_Lgals3,Hyou1,Lgals3,none
Cct5_F830208F22Rik,Cct5,F830208F22Rik,none
Ddb1_Icam1,Ddb1,Icam1,up
Myd88_Osbpl8,Myd88,Osbpl8,up
Nrbf2_Ftl1,Nrbf2,Ftl1,none
Gosr2_Ctla2a,Gosr2,Ctla2a,none
Cnot2_Sat1,Cnot2,Sat1,up
Cdkn1a_Smc4,Cdkn1a,Smc4,up
Rela_Igsf6,Rela,Igsf6,down
Ptpn11_S100a6,Ptpn11,S100a6,down
Wdr43_Siglece,Wdr43,Siglece,none
Arpc2_Tnfrsf23,Arpc2,Tnfrsf23,none
Lamtor2_Intu,Lamtor2,Intu,none
Qars_S100a10,Qars,S100a10,none
Ube2m_1110038B12Rik,Ube2m,1110038B12Rik,none
Fermt3_Fam135a,Fermt3,Fam135a,none
Kars_Scpep1,Kars,Scpep1,up
Chmp6_Apoc2,Chmp6,Apoc2,none
Yeats4_Npy,Yeats4,Npy,up
Ylpm1_Selenow,Ylpm1,Selenow,down
Rptor_Saa3,Rptor,Saa3,none
E4f1_Cd36,E4f1,Cd36,up
Ifnar1_Slamf7,Ifnar1,Slamf7,down
Ncor2_Gm11613,Ncor2,Gm11613,none
Ppp2r1a_Calr,Ppp2r1a,Calr,none
Cwc25_Rabac1,Cwc25,Rabac1,up
Ric1_Creg1,Ric1,Creg1,none
Kars_Kitl,Kars,Kitl,none
Hspa4_Atf5,Hspa4,Atf5,none
Mta2_Cd300ld,Mta2,Cd300ld,none
Ctdnep1_Tmeff1,Ctdnep1,Tmeff1,up
Dcaf7_Fpr2,Dcaf7,Fpr2,up
Arpc2_Dctd,Arpc2,Dctd,none
Mau2_Rarg,Mau2,Rarg,none
Dync1i2_Abca1,Dync1i2,Abca1,none
Zfp36_Nabp1,Zfp36,Nabp1,none
Rb1_Sft2d3,Rb1,Sft2d3,none
Nelfcd_Actb,Nelfcd,Actb,none
Rps26_Gpr84,Rps26,Gpr84,down
Nipbl_4930405A10Rik,Nipbl,4930405A10Rik,none
Dpm1_Rcor3,Dpm1,Rcor3,none
Tcp1_Reep3,Tcp1,Reep3,up
Telo2_Lgals3,Telo2,Lgals3,none
Psmg4_Syngr1,Psmg4,Syngr1,none
Pfdn2_Mmp12,Pfdn2,Mmp12,none
Kars_Lgals1,Kars,Lgals1,none
Axin1_Bmp2k,Axin1,Bmp2k,up
Wdr43_Nampt,Wdr43,Nampt,up
Emc3_Fcgr2b,Emc3,Fcgr2b,none
Usp7_Gja1,Usp7,Gja1,up
Snx14_Pdia3,Snx14,Pdia3,none
Fbxo11_Mthfd2,Fbxo11,Mthfd2,none
Trrap_Afp,Trrap,Afp,none
Eif5_Icam1,Eif5,Icam1,up
Snrnp70_Cav1,Snrnp70,Cav1,none
Strip1_Il7r,Strip1,Il7r,up
Rb1cc1_Ftl1,Rb1cc1,Ftl1,none
Sbno2_Nlrp3,Sbno2,Nlrp3,up
Tbc1d10b_Gpr84,Tbc1d10b,Gpr84,down
Rps5_Gpr84,Rps5,Gpr84,down
Stag2_Gadd45b,Stag2,Gadd45b,none
Ctdspl2_Gclm,Ctdspl2,Gclm,none
Cfdp1_Ccnd1,Cfdp1,Ccnd1,none
Mta2_Creg1,Mta2,Creg1,none
Exosc7_Mir142hg,Exosc7,Mir142hg,up
Atp6v1b2_Zfand5,Atp6v1b2,Zfand5,none
Mphosph10_Ifih1,Mphosph10,Ifih1,up
Abi1_Cd36,Abi1,Cd36,none
Becn1_Hmox1,Becn1,Hmox1,none
Rtf1_2310001H17Rik,Rtf1,2310001H17Rik,up
Cct4_Tuba1c,Cct4,Tuba1c,up
Pik3c3_Snhg3,Pik3c3,Snhg3,none
Gtf2a2_Cd36,Gtf2a2,Cd36,none
Mapk14_Ebi3,Mapk14,Ebi3,up
Trappc8_Cntln,Trappc8,Cntln,none
Atg9a_Acod1,Atg9a,Acod1,none
Tardbp_Fap,Tardbp,Fap,none
Adnp_Prdx1,Adnp,Prdx1,none
Runx1_2310001H17Rik,Runx1,2310001H17Rik,none
Wdr3_Dock10,Wdr3,Dock10,none
Kat5_Atf5,Kat5,Atf5,none
Ogdh_Fzd1,Ogdh,Fzd1,none
Naa35_C1qb,Naa35,C1qb,down
Zfp207_Rabac1,Zfp207,Rabac1,up
Cct2_Gbp5,Cct2,Gbp5,none
Traf3_Ifi30,Traf3,Ifi30,up
Ash2l_Acod1,Ash2l,Acod1,down
Ylpm1_Ebi3,Ylpm1,Ebi3,none
Sephs1_Serp1,Sephs1,Serp1,none
Exoc5_Evi2a,Exoc5,Evi2a,none
Smc3_AA467197,Smc3,AA467197,down
Cog5_Fgl2,Cog5,Fgl2,down
Cfdp1_Calr,Cfdp1,Calr,none
Slc7a6os_Ftl1,Slc7a6os,Ftl1,none
Rpl4_Syngr1,Rpl4,Syngr1,none
Mms22l_Ckb,Mms22l,Ckb,none
Tgif1_Cd63,Tgif1,Cd63,none
Ddx18_Eif5,Ddx18,Eif5,up
Egln1_Pgm1,Egln1,Pgm1,up
Gpn2_Gm15614,Gpn2,Gm15614,none
Sars_Cyb5r1,Sars,Cyb5r1,up
Ncor2_Il1a,Ncor2,Il1a,up
Ddx6_Ddit3,Ddx6,Ddit3,none
Scap_Icam1,Scap,Icam1,none
Wdr1_Tpm2,Wdr1,Tpm2,up
Sbno2_Bcl2a1a,Sbno2,Bcl2a1a,none
Mideas_Dhrs3,Mideas,Dhrs3,up
Chmp5_Procr,Chmp5,Procr,up
Mapkapk2_Borcs5,Mapkapk2,Borcs5,none
Strap_Socs3,Strap,Socs3,none
Spc24_P4hb,Spc24,P4hb,none
Ehmt2_Plekha3,Ehmt2,Plekha3,none
Hnrnpu_Sqstm1,Hnrnpu,Sqstm1,up
Polr1f_1110038B12Rik,Polr1f,1110038B12Rik,up
Dcaf13_Eif5,Dcaf13,Eif5,up
Psmd13_Cd36,Psmd13,Cd36,none
Arid1a_Upp1,Arid1a,Upp1,down
Actl6a_Manf,Actl6a,Manf,none
Trrap_Col18a1,Trrap,Col18a1,none
Sec13_Trmt2a,Sec13,Trmt2a,up
Ubr4_S100a10,Ubr4,S100a10,up
Zfp710_Med29,Zfp710,Med29,none
Xpo1_Lipa,Xpo1,Lipa,none
Actr2_Cotl1,Actr2,Cotl1,down
Cct4_Gbp8,Cct4,Gbp8,none
Pik3r4_Akr1a1,Pik3r4,Akr1a1,up
Nob1_Cxcl2,Nob1,Cxcl2,none
Cct4_Rpa1,Cct4,Rpa1,none
Tln1_Ifitm2,Tln1,Ifitm2,none
Ubr4_Atf5,Ubr4,Atf5,none
Rbbp6_Mir142hg,Rbbp6,Mir142hg,up
Arpc2_Acod1,Arpc2,Acod1,none
Txnl4a_Acod1,Txnl4a,Acod1,down
Pfdn6_Saa3,Pfdn6,Saa3,down
Wdr3_Stmn1,Wdr3,Stmn1,down
Setd2_Pf4,Setd2,Pf4,up
Cog3_Dhcr24,Cog3,Dhcr24,up
Dpy30_H3f3b,Dpy30,H3f3b,none
Rpp21_Eif4ebp1,Rpp21,Eif4ebp1,up
Yy1_Spats2,Yy1,Spats2,up
Pfdn6_Hmox1,Pfdn6,Hmox1,down
Prpf19_8030451A03Rik,Prpf19,8030451A03Rik,none
Rb1cc1_Prdx1,Rb1cc1,Prdx1,up
Qars_Phlpp1,Qars,Phlpp1,none
Rel_Tlr2,Rel,Tlr2,none
Tbc1d10b_Odc1,Tbc1d10b,Odc1,none
Tardbp_Ccl7,Tardbp,Ccl7,none
Acin1_Plekha2,Acin1,Plekha2,none
Kdsr_Ifrd1,Kdsr,Ifrd1,up
E4f1_Gpr84,E4f1,Gpr84,down
Igbp1_Gbp5,Igbp1,Gbp5,none
Wdr48_Pck2,Wdr48,Pck2,none
Rnf40_Nrp1,Rnf40,Nrp1,up
Arid1a_Lpin2,Arid1a,Lpin2,up
Snrnp70_Syngr1,Snrnp70,Syngr1,up
Meaf6_Epb41l4aos,Meaf6,Epb41l4aos,none
Vps18_Creg1,Vps18,Creg1,up
Actr2_Actb,Actr2,Actb,down
Pafah1b1_Pilra,Pafah1b1,Pilra,down
Strip1_Smpdl3a,Strip1,Smpdl3a,none
Emc7_Hk2,Emc7,Hk2,none
Sptssa_Itga4,Sptssa,Itga4,none
Clp1_Rras2,Clp1,Rras2,none
Ncor2_Ahnak,Ncor2,Ahnak,none
Tnpo3_Taldo1,Tnpo3,Taldo1,up
Nkap_Gm26839,Nkap,Gm26839,none
Nrbf2_Cxcl2,Nrbf2,Cxcl2,up
Pdcd10_Adgre5,Pdcd10,Adgre5,up
Ints1_Eif5,Ints1,Eif5,none
Arpc3_Ifit3b,Arpc3,Ifit3b,none
Wdr61_Mmp14,Wdr61,Mmp14,down
Pik3c3_Shld1,Pik3c3,Shld1,none
Tpt1_Acsl4,Tpt1,Acsl4,none
Klf6_Rgs1,Klf6,Rgs1,up
Cct3_Pprc1,Cct3,Pprc1,none
Ikzf1_Rnd1,Ikzf1,Rnd1,up
Bop1_Lgals3,Bop1,Lgals3,none
Dda1_Lgals3,Dda1,Lgals3,none
Mms22l_Oasl1,Mms22l,Oasl1,down
Chmp3_Akr1a1,Chmp3,Akr1a1,none
Nelfcd_Kctd12,Nelfcd,Kctd12,up
Strip1_Ero1a,Strip1,Ero1a,none
Cdc123_Pmp22,Cdc123,Pmp22,none
Mcm4_Cd72,Mcm4,Cd72,none
Rbck1_Cmpk2,Rbck1,Cmpk2,none
Med25_Socs1,Med25,Socs1,up
Abi1_Cox6a2,Abi1,Cox6a2,none
Axin1_Dock10,Axin1,Dock10,none
Vhl_Bnip3,Vhl,Bnip3,up
Clp1_Lipa,Clp1,Lipa,up
Rtf1_Tnfaip2,Rtf1,Tnfaip2,none
Leng1_Id3,Leng1,Id3,none
Ttc1_Cxcl1,Ttc1,Cxcl1,up
Nfyc_Tnfsf9,Nfyc,Tnfsf9,none
Pi4kb_Cyp4f18,Pi4kb,Cyp4f18,none
Slc7a6os_Phlda3,Slc7a6os,Phlda3,none
Ankrd11_Itgal,Ankrd11,Itgal,none
Zfp36_Lztfl1,Zfp36,Lztfl1,down
Cct2_Gapdh,Cct2,Gapdh,down
Mapkapk2_Creld2,Mapkapk2,Creld2,none
Nop16_Neat1,Nop16,Neat1,none
Smarcd2_Psma6,Smarcd2,Psma6,none
Srsf10_Timp2,Srsf10,Timp2,none
Uxt_Fam111a,Uxt,Fam111a,up
Srsf10_Ddit3,Srsf10,Ddit3,none
Leo1_Sox4,Leo1,Sox4,none
Pias1_Tnfrsf21,Pias1,Tnfrsf21,none
Gspt1_Npy,Gspt1,Npy,down
Pfdn6_Pttg1,Pfdn6,Pttg1,none
Sel1l_Herpud1,Sel1l,Herpud1,up
Sec62_Acsbg3,Sec62,Acsbg3,none
Ddost_Eif4ebp1,Ddost,Eif4ebp1,none
Ss18_Ckb,Ss18,Ckb,none
Chd4_Tmem176b,Chd4,Tmem176b,up
Snrnp70_Stard9,Snrnp70,Stard9,none
Cd14_Dcxr,Cd14,Dcxr,down
Cbfb_2310022B05Rik,Cbfb,2310022B05Rik,none
Nol10_Crip1,Nol10,Crip1,down
Spc24_Iars,Spc24,Iars,none
Trappc1_Car9,Trappc1,Car9,none
Nkap_Acadl,Nkap,Acadl,none
Rps5_Cxcl2,Rps5,Cxcl2,none
2310011J03Rik_Ccl7,2310011J03Rik,Ccl7,down
Il10ra_Saa3,Il10ra,Saa3,down
Cwc15_Cd300c2,Cwc15,Cd300c2,down
Wdr3_Ahnak,Wdr3,Ahnak,none
Rhoa_Gclm,Rhoa,Gclm,none
Ccdc22_Nr1h3,Ccdc22,Nr1h3,up
Lamtor2_Kcnk12,Lamtor2,Kcnk12,none
Ing3_Nes,Ing3,Nes,up
Cnot2_Calr,Cnot2,Calr,none
Fbxo11_Bcl6,Fbxo11,Bcl6,down
Nrbf2_Azin1,Nrbf2,Azin1,none
Atg101_Oasl1,Atg101,Oasl1,up
Bap1_Card19,Bap1,Card19,up
Dpy30_Exoc6b,Dpy30,Exoc6b,up
Kat5_Camk1d,Kat5,Camk1d,none
Slc33a1_Oasl1,Slc33a1,Oasl1,none
Gins4_Cd36,Gins4,Cd36,none
Ogdh_Rhoc,Ogdh,Rhoc,none
Rab7_Ifi213,Rab7,Ifi213,none
Brd2_H3f3b,Brd2,H3f3b,up
Prpf6_Ccdc138,Prpf6,Ccdc138,up
Vps4b_Tgm2,Vps4b,Tgm2,up
Becn1_Ifih1,Becn1,Ifih1,none
Orc4_Gm15987,Orc4,Gm15987,up
Ptpn2_Upp1,Ptpn2,Upp1,up
Ptpa_Prss50,Ptpa,Prss50,none
Dpy30_Lipa,Dpy30,Lipa,none
Pi4kb_Sqstm1,Pi4kb,Sqstm1,up
Tsc2_Gpnmb,Tsc2,Gpnmb,up
Spc24_Ccl2,Spc24,Ccl2,none
2310011J03Rik_Abitram,2310011J03Rik,Abitram,none
Atp6v1a_Lipa,Atp6v1a,Lipa,up
Ctdspl2_Lrrc8dos,Ctdspl2,Lrrc8dos,none
Rel_Saa3,Rel,Saa3,none
Actr6_Cdk1,Actr6,Cdk1,none
Nelfb_Nceh1,Nelfb,Nceh1,none
Pfn1_Socs3,Pfn1,Socs3,none
Leng1_Scaper,Leng1,Scaper,none
Vps72_Pbxip1,Vps72,Pbxip1,down
Kdsr_Trpm7,Kdsr,Trpm7,none
Traf3_Taok3,Traf3,Taok3,none
Snrnp27_Psma6,Snrnp27,Psma6,none
Wnk1_Oasl1,Wnk1,Oasl1,none
Polr2i_Lysmd2,Polr2i,Lysmd2,none
Cnot1_Atpif1,Cnot1,Atpif1,none
Actl6a_Cd36,Actl6a,Cd36,up
Rheb_C1qb,Rheb,C1qb,down
Wnk1_Plaur,Wnk1,Plaur,up
Ints1_Naip5,Ints1,Naip5,none
Dync1i2_Ifit2,Dync1i2,Ifit2,none
Cnot1_Spty2d1,Cnot1,Spty2d1,none
Wtap_Gm17276,Wtap,Gm17276,none
Traf6_Ly6a,Traf6,Ly6a,none
Sbno2_2610037D02Rik,Sbno2,2610037D02Rik,none
Copz1_Rsad2,Copz1,Rsad2,none
Wdr75_Trem2,Wdr75,Trem2,up
Myc_Ftl1-ps1,Myc,Ftl1-ps1,down
Sptssa_Sat1,Sptssa,Sat1,none
Ints9_Cxcl14,Ints9,Cxcl14,none
Strip1_Sgo2a,Strip1,Sgo2a,none
Dph3_Ero1a,Dph3,Ero1a,none
Prdm1_Ms4a6b,Prdm1,Ms4a6b,none
Rae1_Tmem40,Rae1,Tmem40,none
Pfdn6_Brd2,Pfdn6,Brd2,up
Ppp2r3c_Ifi205,Ppp2r3c,Ifi205,none
Gtf2a2_Dnajc3,Gtf2a2,Dnajc3,none
Spc24_Ifit1bl2,Spc24,Ifit1bl2,up
Pfdn2_Tuba1c,Pfdn2,Tuba1c,up
Gtf2a2_Ina,Gtf2a2,Ina,none
Pgm3_Cd9,Pgm3,Cd9,none
Uvrag_Folr2,Uvrag,Folr2,down
Ccdc22_Lancl3,Ccdc22,Lancl3,none
Sfpq_Bloc1s6os,Sfpq,Bloc1s6os,none
Rpl35_Trim30c,Rpl35,Trim30c,up
Qars_Rnf128,Qars,Rnf128,none
Rpl26_Actb,Rpl26,Actb,down
Gosr2_Blvrb,Gosr2,Blvrb,none
Snx14_Lmna,Snx14,Lmna,none
Strap_1110038B12Rik,Strap,1110038B12Rik,up
Cct5_Maf,Cct5,Maf,up
Cwc15_Lgals3,Cwc15,Lgals3,up
Ddost_Hspa5,Ddost,Hspa5,up
Atp6v0e_Sqstm1,Atp6v0e,Sqstm1,up
Sel1l_Cdkl3,Sel1l,Cdkl3,none
Ss18_Calr,Ss18,Calr,none
Sec63_Fpr2,Sec63,Fpr2,up
Traf6_Il1b,Traf6,Il1b,down
Ikzf1_Rhoc,Ikzf1,Rhoc,up
Nelfcd_Ftl1,Nelfcd,Ftl1,up
Otud5_Gm4876,Otud5,Gm4876,none
Kat5_Gm1647,Kat5,Gm1647,none
Sel1l_Hsp90b1,Sel1l,Hsp90b1,up
Dpy30_S100a10,Dpy30,S100a10,none
Ehmt2_Dnmt3l,Ehmt2,Dnmt3l,up
Ube2m_Akr1a1,Ube2m,Akr1a1,up
Dad1_Ddit3,Dad1,Ddit3,up
Mau2_Psma6,Mau2,Psma6,down
Ehmt2_Cd69,Ehmt2,Cd69,none
Ptpn2_Hsp90b1,Ptpn2,Hsp90b1,none
Cop1_Hsp90ab1,Cop1,Hsp90ab1,down
Suz12_H2-Ab1,Suz12,H2-Ab1,up
Runx1_S100a10,Runx1,S100a10,up
Snx13_Tbc1d15,Snx13,Tbc1d15,none
Mtor_Lgals1,Mtor,Lgals1,down
Cnot2_Rsad2,Cnot2,Rsad2,up
Heatr1_Fgl2,Heatr1,Fgl2,none
Cul3_Il4i1,Cul3,Il4i1,none
Nrbp1_Lipa,Nrbp1,Lipa,none
Syvn1_Herpud1,Syvn1,Herpud1,up
Wdr1_Alox5ap,Wdr1,Alox5ap,down
Nelfcd_Ctsl,Nelfcd,Ctsl,up
Stag2_Zfp811,Stag2,Zfp811,up
Rpp21_Lgals3,Rpp21,Lgals3,none
Smarcd2_Clec4a1,Smarcd2,Clec4a1,up
Fth1_Prdx1,Fth1,Prdx1,up
Yrdc_Lmna,Yrdc,Lmna,none
Gins4_Sqstm1,Gins4,Sqstm1,none
